x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1,-1,1,-1,1,0,0,1,0,1,-0.792196
1,-1,0,0,1,-1,-1,1,1,0,0.527992
-1,1,1,-1,1,-1,1,1,1,1,-1.5613
1,-1,-1,0,-1,1,0,-1,1,0,-0.921925
-1,-1,-1,0,-1,0,0,1,-1,1,-5.46521
-1,-1,1,0,-1,-1,0,0,1,-1,-7.94207
-1,1,0,-1,1,1,0,0,0,-1,3.61611
1,-1,-1,0,1,1,0,1,0,0,-1.91915
-1,1,1,0,-1,0,-1,1,-1,-1,-6.6498
1,0,-1,-1,-1,0,1,1,-1,1,0.880523
1,1,1,0,1,0,0,-1,0,0,8.66828
-1,-1,0,1,1,0,1,1,1,0,1.80345
-1,1,-1,1,0,-1,1,0,0,1,-6.24726
1,-1,-1,-1,1,0,0,0,1,1,-3.02755
1,-1,-1,1,1,-1,0,0,-1,0,-1.15719
1,0,0,0,1,-1,0,-1,-1,-1,1.77025
1,0,-1,1,-1,0,1,0,0,-1,1.73165
1,-1,0,1,1,-1,1,0,1,-1,1.05609
-1,1,1,0,0,1,-1,-1,0,0,-1.71364
1,-1,1,1,0,-1,-1,1,1,0,1.81687
-1,0,0,1,-1,1,0,0,0,-1,-3.23823
1,0,1,0,1,1,1,1,1,-1,2.96057
-1,1,-1,1,1,0,0,-1,0,0,-1.90317
-1,-1,1,1,-1,1,-1,-1,-1,-1,-5.44541
1,-1,0,0,0,0,1,-1,0,-1,-0.575827
1,-1,1,0,1,0,0,1,1,-1,0.086449
1,-1,-1,-1,0,0,0,1,1,0,-2.62747
1,-1,-1,0,0,-1,1,1,1,-1,-1.80682
1,1,0,-1,-1,1,0,0,-1,1,4.62129
-1,-1,1,-1,-1,1,1,0,-1,-1,-4.22894
-1,0,1,1,-1,0,1,0,-1,-1,-5.11118
-1,-1,1,0,1,0,0,0,0,-1,0.353634
1,-1,1,-1,-1,1,1,-1,0,-1,0.655436
-1,0,1,0,0,0,-1,1,-1,-1,-0.50188
1,-1,1,-1,1,1,0,1,-1,1,1.11501
-1,0,-1,0,-1,-1,1,0,-1,-1,-6.3455
-1,0,-1,-1,0,1,-1,1,-1,1,-3.18819
1,-1,-1,0,-1,0,0,0,1,-1,-2.92687
1,-1,0,-1,-1,0,-1,0,-1,1,-1.48939
-1,-1,0,0,0,0,-1,1,0,-1,-4.15899
1,0,0,1,1,1,0,-1,1,0,5.06167
1,0,-1,0,0,1,0,1,1,-1,-0.0123533
1,-1,-1,-1,0,0,0,-1,-1,-1,-4.50752
1,-1,0,-1,-1,-1,1,0,-1,0,-0.497681
-1,0,1,0,1,1,1,-1,0,-1,4.64296
1,-1,-1,1,0,1,1,-1,-1,-1,-1.4262
-1,1,-1,-1,1,-1,-1,-1,-1,1,-1.6306
1,0,0,-1,0,0,1,0,0,-1,1.70154
1,1,1,-1,1,-1,1,-1,-1,1,7.46666
-1,0,0,0,1,0,-1,-1,-1,-1,-0.559817
-1,-1,-1,0,-1,-1,1,-1,1,-1,-7.18203
1,1,0,1,-1,0,0,1,-1,-1,10.1297
-1,-1,0,-1,1,-1,0,1,0,0,-2.96132
-1,1,0,1,1,1,-1,1,1,0,2.55902
-1,-1,0,0,-1,-1,1,1,0,1,-6.68954
1,1,-1,1,0,0,0,1,0,-1,4.44391
1,1,0,-1,-1,1,0,1,-1,1,3.09761
1,1,-1,-1,0,-1,1,0,0,1,2.07635
-1,1,0,0,1,0,-1,-1,-1,1,-1.17494
1,-1,1,0,-1,1,0,0,1,-1,1.02074
-1,0,0,-1,1,-1,1,-1,1,1,-0.34941
-1,1,-1,-1,0,1,-1,-1,0,0,-0.930389
-1,0,0,0,0,0,-1,-1,1,1,-4.24012
-1,-1,0,1,0,-1,0,0,0,1,-5.15585
-1,1,0,0,-1,1,0,1,0,0,-2.84159
1,-1,1,-1,-1,1,0,0,0,0,0.72855
-1,0,1,-1,1,0,-1,-1,0,1,-1.75246
-1,1,1,-1,1,-1,-1,-1,0,-1,-2.10906
1,1,0,0,0,-1,1,0,1,1,7.91389
-1,-1,1,-1,-1,-1,1,0,-1,1,-5.57332
1,0,-1,-1,-1,0,0,0,-1,0,0.548067
1,-1,-1,0,1,1,0,1,-1,1,-0.826837
-1,0,1,1,0,0,1,-1,-1,1,-0.551864
1,1,-1,0,1,1,0,0,1,1,5.45643
-1,1,0,1,0,0,1,0,0,1,0.664964
-1,-1,0,1,0,-1,0,0,-1,1,-4.80641
-1,0,-1,-1,-1,1,1,-1,-1,0,-1.37981
1,0,-1,1,1,-1,0,0,1,-1,3.62834
-1,0,0,1,1,1,1,0,1,1,2.00639
-1,-1,1,0,-1,0,-1,1,-1,-1,-7.98658
-1,1,0,-1,-1,0,-1,1,0,-1,-7.05695
1,0,1,1,0,0,1,-1,0,0,6.84428
1,1,1,1,-1,1,0,-1,1,0,7.1595
1,0,0,0,1,1,1,-1,1,1,3.14737
1,-1,1,1,-1,0,1,-1,1,1,3.37237
1,0,-1,1,-1,-1,1,1,0,-1,1.52277
-1,1,0,-1,-1,0,0,-1,1,-1,-6.63399
1,1,0,-1,1,0,-1,1,0,1,4.39102
1,0,0,-1,0,0,1,1,0,-1,2.48713
1,-1,1,1,0,-1,1,1,0,1,2.78386
-1,-1,0,-1,0,0,1,1,-1,-1,-1.23247
1,-1,-1,1,0,-1,0,-1,-1,1,-0.597447
-1,1,1,0,1,0,-1,1,1,0,-1.98632
-1,0,1,-1,1,0,0,0,0,1,1.54612
1,0,0,0,0,1,1,1,0,1,3.46801
-1,0,0,1,-1,-1,-1,0,1,-1,-11.0958
1,1,0,-1,1,0,1,1,0,0,5.91266
-1,1,-1,-1,0,1,-1,-1,1,1,-4.33822
1,1,1,1,-1,1,-1,0,0,1,8.32058
1,1,0,0,0,0,-1,1,1,0,6.13215
-1,-1,-1,-1,1,-1,1,-1,-1,-1,-0.827737
-1,0,-1,1,1,1,1,1,-1,-1,3.23439
1,-1,1,0,0,0,0,1,1,1,3.93988
-1,-1,0,1,0,1,0,0,0,0,-0.32755
1,0,-1,1,-1,0,1,0,1,1,1.16674
1,0,-1,1,1,0,-1,0,-1,1,1.85979
-1,1,-1,1,1,1,0,-1,-1,-1,2.41202
1,0,1,-1,-1,1,0,0,1,-1,5.67861
1,0,0,1,1,0,0,1,-1,1,1.5311
1,1,-1,0,1,1,-1,0,-1,0,4.65629
1,1,-1,0,-1,0,0,0,0,-1,4.43633
-1,1,1,1,0,0,-1,1,-1,-1,-3.50255
1,1,1,0,1,-1,-1,1,-1,1,6.22874
1,1,-1,1,0,-1,0,-1,1,0,3.75345
1,0,-1,1,-1,1,0,0,0,-1,1.16937
1,1,1,0,1,1,1,0,1,0,9.05495
1,1,-1,-1,1,1,0,-1,-1,1,2.43261
1,1,1,-1,-1,0,0,0,-1,0,8.85604
-1,-1,0,-1,0,-1,0,0,-1,0,-4.23658
-1,0,0,-1,-1,1,1,1,1,1,-2.01863
1,1,0,-1,0,0,0,1,-1,-1,6.10023
1,1,1,-1,1,-1,0,0,1,-1,6.9903
-1,0,0,1,0,-1,-1,-1,-1,0,-6.59946
-1,-1,-1,0,0,1,1,-1,0,-1,1.07363
1,0,1,0,0,-1,-1,-1,-1,1,4.93358
1,1,1,1,1,1,-1,0,1,1,8.03476
-1,0,1,0,1,-1,-1,0,0,-1,-3.424
-1,0,0,1,1,1,0,1,1,-1,1.0401
-1,-1,-1,1,1,-1,0,1,1,-1,0.264435
-1,-1,1,0,-1,-1,0,0,-1,0,-6.39043
1,-1,-1,0,1,0,1,0,0,1,-2.79481
-1,0,1,1,-1,0,1,0,1,1,-7.18936
1,-1,-1,-1,1,-1,0,0,1,-1,-1.87665
1,-1,-1,0,-1,0,1,-1,-1,0,-2.37209
1,-1,1,1,-1,0,0,1,-1,0,0.770216
-1,1,1,-1,1,0,1,0,0,0,0.3358
1,0,-1,1,1,0,0,1,0,1,0.280893
1,-1,0,0,1,0,1,1,0,-1,0.541332
1,0,1,0,0,0,0,-1,-1,-1,5.09285
-1,1,0,0,0,0,1,0,0,0,-2.29378
1,0,0,0,0,0,-1,-1,-1,1,3.65132
1,0,1,1,0,1,0,0,0,0,7.30115
1,0,-1,0,1,-1,1,1,1,1,0.195734
-1,-1,0,-1,0,0,-1,1,1,0,-2.92511
1,1,0,-1,-1,1,1,-1,0,1,6.48499
-1,-1,0,0,0,-1,0,1,0,-1,-4.03733
-1,1,1,0,0,-1,0,0,1,0,-4.90569
1,-1,1,-1,1,1,-1,-1,-1,0,-0.185698
1,0,0,1,-1,-1,1,1,0,-1,5.21716
1,0,1,-1,1,-1,-1,1,-1,1,6.225
1,1,-1,-1,-1,-1,-1,1,-1,-1,3.1524
1,-1,0,0,1,1,1,1,1,1,-0.49775
1,0,0,1,0,-1,-1,0,0,0,4.12944
1,1,1,-1,-1,0,1,-1,-1,0,6.58387
1,-1,-1,0,1,0,-1,1,-1,-1,-1.97648
1,0,0,1,0,0,-1,1,-1,-1,3.90414
-1,-1,1,0,1,0,0,1,1,1,-1.05582
-1,-1,0,-1,1,0,0,-1,-1,-1,1.60684
1,0,0,0,-1,-1,1,-1,0,0,3.25964
-1,0,0,-1,0,0,-1,-1,0,1,-4.48073
-1,-1,0,-1,0,0,1,-1,-1,1,-0.151377
-1,-1,-1,1,0,0,-1,0,1,1,-4.80653
-1,0,1,0,-1,-1,0,-1,1,-1,-10.533
1,0,-1,-1,-1,-1,-1,0,-1,-1,-1.28551
1,0,-1,0,0,-1,0,-1,0,1,1.42813
-1,0,1,0,0,-1,-1,1,-1,0,-5.46116
1,-1,1,1,-1,0,-1,1,1,-1,2.19051
1,1,-1,0,1,-1,-1,0,-1,-1,5.01835
-1,1,-1,-1,0,1,-1,0,0,1,-2.36347
1,1,0,-1,0,0,-1,1,-1,1,4.45536
-1,-1,1,1,-1,0,1,0,1,1,-5.04533
-1,0,-1,0,0,1,0,0,-1,-1,-2.02452
-1,1,0,1,-1,1,-1,-1,-1,-1,-5.3463
-1,1,0,0,0,0,1,1,-1,0,-0.0576631
1,0,1,-1,0,0,1,0,-1,-1,3.20991
1,1,-1,1,0,1,-1,-1,-1,0,7.28129
-1,-1,-1,0,1,-1,-1,-1,1,0,-3.84165
1,1,0,0,0,-1,-1,1,0,-1,5.24992
1,0,1,0,0,-1,1,0,0,0,5.52282
1,1,0,1,-1,-1,1,-1,1,0,6.95315
-1,1,-1,1,0,1,0,1,0,0,-1.79377
-1,1,0,1,0,0,-1,1,-1,1,-4.27384
-1,1,-1,1,0,0,-1,1,0,0,-3.34465
1,0,-1,-1,1,0,-1,1,-1,0,1.25303
-1,1,1,1,1,-1,0,0,1,1,-2.77482
1,0,1,-1,-1,-1,0,-1,1,1,5.27212
1,1,0,-1,-1,1,1,-1,0,0,5.18527
-1,0,0,1,0,0,1,1,0,1,-1.51499
-1,0,1,-1,1,1,1,-1,1,0,3.28142
-1,0,-1,1,-1,1,1,1,0,0,-2.44894
1,-1,-1,0,0,1,1,0,1,0,-3.09477
-1,-1,0,1,-1,0,1,-1,0,-1,-4.32668
1,1,0,0,0,0,-1,-1,1,1,5.94497
-1,0,-1,1,1,1,1,1,1,0,4.75549
-1,0,-1,0,-1,1,1,0,1,1,-4.11751
1,-1,1,1,-1,1,0,-1,1,0,0.0665604
-1,-1,-1,1,1,1,0,0,-1,1,1.77651
1,1,-1,-1,-1,1,1,-1,-1,-1,3.78215
1,1,1,1,-1,1,-1,1,0,-1,8.45802
1,-1,-1,-1,0,1,1,0,0,1,-3.26553
-1,1,-1,0,1,0,1,1,0,0,0.550138
1,1,0,1,-1,-1,1,-1,1,1,8.03568
-1,-1,-1,0,1,-1,1,0,-1,-1,0.291633
1,-1,0,1,-1,1,1,-1,0,1,1.56872
1,0,-1,0,0,-1,-1,0,1,-1,0.589899
1,-1,0,-1,0,-1,1,0,1,-1,-2.21581
-1,1,1,0,-1,-1,0,0,-1,1,-8.09163
1,0,-1,1,0,1,1,-1,1,-1,1.45026
1,-1,1,0,-1,1,0,1,0,1,2.15694
-1,1,0,0,0,-1,0,0,0,0,-4.91954
-1,-1,0,1,-1,1,1,-1,-1,0,-2.82542
1,1,-1,1,-1,0,0,0,-1,-1,6.55764
-1,-1,1,1,1,-1,-1,-1,1,-1,-4.0387
-1,1,-1,1,-1,1,1,0,0,0,-2.509
1,1,1,1,0,1,0,-1,0,0,9.14638
-1,0,1,1,0,0,1,1,1,1,-2.01953
-1,1,0,0,1,1,1,-1,1,-1,1.42125
1,-1,0,0,0,-1,1,0,0,0,0.767317
1,1,0,0,0,1,-1,-1,1,-1,6.50905
1,1,-1,0,-1,0,0,-1,-1,-1,4.62688
-1,0,0,1,1,-1,-1,-1,-1,0,-2.29198
-1,-1,0,1,1,1,1,-1,0,1,1.40067
1,0,-1,1,-1,1,1,1,0,0,0.662785
-1,0,-1,1,1,1,-1,0,0,0,-0.585948
1,1,1,1,-1,1,0,0,1,0,8.25601
1,1,1,1,1,-1,0,-1,1,0,9.13404
1,0,-1,0,1,1,-1,1,0,0,0.68674
-1,1,0,-1,0,1,1,1,0,1,-1.78724
1,1,-1,-1,1,-1,0,-1,0,1,1.88932
-1,0,0,-1,1,-1,1,1,0,-1,-0.843947
1,-1,-1,-1,1,-1,1,-1,0,-1,-4.53881
1,0,1,0,1,0,1,-1,0,1,4.85165
-1,1,1,0,0,-1,1,-1,-1,1,-5.00122
