X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.958,0.591,0.248,0.465,0.725,0.709,0.811,0.202,0.786,0.068,18.458
0.496,0.963,0.618,0.774,0.467,0.846,0.435,0.346,0.617,0.788,20.494
0.511,0.449,0.063,0.957,0.554,0.398,0.458,0.426,0.787,0.636,22.461
0.906,0.26,0.824,0.747,0.942,0.621,0.708,0.627,0.693,0.673,21.865
0.524,0.456,0.01,0.711,0.038,0.227,0.515,0.011,0.252,0.503,19.942
0.266,0.373,0.827,0.108,0.488,0.086,0.669,0.187,0.961,0.418,7.813
0.57,0.541,0.948,0.011,0.034,0.693,0.272,0.917,0.933,0.132,14.17
0.058,0.829,0.242,0.187,0.066,0.469,0.043,0.174,0.978,0.847,5.486
0.305,0.397,0.908,0.535,0.296,0.919,0.536,0.711,0.862,0.81,14.643
0.505,0.973,0.791,0.199,0.494,0.164,0.945,0.46,0.796,0.284,17.754
0.44,0.424,0.186,0.728,0.644,0.247,0.486,0.357,0.42,0.42,17.975
0.208,0.905,0.479,0.205,0.636,0.237,0.324,0.874,0.614,0.721,9.697
0.231,0.339,0.126,0.246,0.299,0.611,0.893,0.553,0.568,0.63,8.848
0.102,0.914,0.377,0.232,0.503,0.142,0.264,0.051,0.273,0.084,7.752
0.781,0.175,0.413,0.133,0.871,0.068,0.285,0.903,0.835,0.868,8.601
0.532,0.275,0.302,0.011,0.58,0.946,0.424,0.553,0.769,0.49,6.8
0.543,0.373,0.064,0.343,0.83,0.642,0.911,0.579,0.766,0.738,17.093
0.448,0.688,0.782,0.792,0.687,0.465,0.663,0.025,0.348,0.331,21.483
0.811,0.394,0.45,0.197,0.138,0.269,0.195,0.64,0.374,0.108,11.298
0.296,0.851,0.065,0.633,0.559,0.642,0.76,0.197,0.017,0.641,18.934
0.805,0.33,0.537,0.131,0.187,0.435,0.943,0.483,0.94,0.662,9.699
0.649,0.801,0.398,0.842,0.758,0.218,0.816,0.836,0.45,0.912,23.589
0.105,0.979,0.242,0.241,0.6,0.508,0.667,0.849,0.051,0.637,10.498
0.034,0.959,0.158,0.707,0.856,0.719,0.401,0.912,0.732,0.656,14.698
0.269,0.78,0.616,0.314,0.358,0.775,0.144,0.676,0.815,0.591,12.682
0.831,0.247,0.685,0.379,0.432,0.968,0.509,0.244,0.823,0.435,13.989
0.263,0.838,0.921,0.413,0.481,0.662,0.82,0.944,0.989,0.523,16.598
0.478,0.806,0.098,0.667,0.79,0.059,0.019,0.287,0.956,0.788,23.448
0.68,0.682,0.883,0.661,0.435,0.834,0.341,0.607,0.001,0.035,20.955
0.9,0.039,0.36,0.303,0.957,0.439,0.878,0.744,0.211,0.144,8.726
0.501,0.197,0.787,0.161,0.386,0.066,0.291,0.146,0.705,0.555,9.796
0.942,0.222,0.992,0.221,0.987,0.536,0.797,0.991,0.217,0.059,17.211
0.932,0.871,0.753,0.815,0.801,0.305,0.761,0.913,0.009,0.147,19.632
0.109,0.963,0.717,0.263,0.144,0.054,0.951,0.129,0.99,0.255,7.897
0.855,0.682,0.935,0.514,0.388,0.284,0.42,0.641,0.372,0.402,20.715
0.263,0.118,0.368,0.318,0.411,0.63,0.476,0.913,0.344,0.19,6.953
0.104,0.905,0.787,0.748,0.456,0.715,0.692,0.065,0.277,0.309,15.09
0.762,0.021,0.795,0.907,0.109,0.195,0.691,0.994,0.425,0.818,13.608
0.725,0.536,0.642,0.321,0.967,0.352,0.263,0.549,0.092,0.628,16.305
0.843,0.467,0.324,0.178,0.43,0.003,0.218,0.53,0.276,0.532,13.638
0.547,0.765,0.715,0.84,0.275,0.172,0.17,0.415,0.136,0.442,20.125
0.926,0.849,0.527,0.833,0.219,0.046,0.191,0.431,0.62,0.387,15.684
0.427,0.526,0.395,0.919,0.447,0.671,0.222,0.387,0.52,0.767,19.53
0.68,0.487,0.646,0.321,0.646,0.391,0.376,0.55,0.755,0.662,15.459
0.661,0.07,0.714,0.839,0.697,0.93,0.146,0.093,0.507,0.825,15.532
0.204,0.018,0.195,0.62,0.433,0.665,0.728,0.725,0.358,0.601,9.848
0.996,0.443,0.929,0.795,0.592,0.335,0.604,0.884,0.535,0.105,23.149
0.004,0.799,0.337,0.206,0.39,0.883,0.626,0.396,0.046,0.24,5.097
0.261,0.183,0.659,0.334,0.312,0.866,0.186,0.151,0.126,0.343,8.203
0.645,0.016,0.199,0.405,0.213,0.323,0.981,0.654,0.47,0.368,9.085
0.29,0.62,0.283,0.078,0.014,0.15,0.982,0.543,0.39,0.49,8.389
0.16,0.783,0.972,0.062,0.056,0.026,0.396,0.971,0.359,0.985,7.82
0.007,0.477,0.328,0.052,0.674,0.661,0.87,0.418,0.345,0.934,3.768
0.155,0.536,0.464,0.249,0.493,0.957,0.959,0.541,0.131,0.136,7.562
0.684,0.292,0.529,0.083,0.695,0.582,0.884,0.05,0.395,0.764,11.304
0.46,0.96,0.122,0.172,0.981,0.948,0.704,0.316,0.36,0.644,20.296
0.275,0.151,0.177,0.303,0.315,0.69,0.966,0.15,0.362,0.638,8.587
0.446,0.161,0.565,0.923,0.96,0.049,0.782,0.694,0.281,0.101,17.048
0.052,0.147,0.419,0.208,0.359,0.491,0.995,0.6,0.141,0.338,5.777
0.061,0.73,0.919,0.637,0.399,0.917,0.976,0.285,0.215,0.473,14.358
0.886,0.592,0.656,0.323,0.622,0.719,0.948,0.792,0.967,0.266,17.106
0.738,0.486,0.923,0.622,0.769,0.951,0.291,0.118,0.61,0.569,23.968
0.619,0.663,0.799,0.784,0.666,0.063,0.787,0.943,0.889,0.232,20.066
0.805,0.874,0.213,0.724,0.877,0.589,0.595,0.247,0.305,0.529,20.548
0.11,0.659,0.673,0.816,0.898,0.827,0.722,0.918,0.506,0.055,16.482
0.602,0.092,0.219,0.734,0.213,0.277,0.163,0.208,0.525,0.56,11.781
0.74,0.043,0.679,0.242,0.113,0.315,0.095,0.125,0.072,0.782,4.367
0.921,0.35,0.955,0.785,0.674,0.705,0.746,0.084,0.497,0.844,24.779
0.823,0.571,0.312,0.042,0.243,0.658,0.222,0.539,0.31,0.462,14.243
0.753,0.904,0.395,0.981,0.928,0.411,0.661,0.207,0.478,0.701,22.516
0.92,0.272,0.539,0.562,0.969,0.593,0.262,0.472,0.938,0.074,17.399
0.438,0.121,0.416,0.132,0.644,0.301,0.004,0.713,0.973,0.136,6.912
0.638,0.388,0.964,0.585,0.822,0.159,0.273,0.717,0.635,0.822,18.753
0.129,0.438,0.439,0.941,0.576,0.1,0.82,0.993,0.167,0.52,13.387
0.214,0.052,0.039,0.802,0.466,0.691,0.807,0.952,0.635,0.92,14.506
0.614,0.15,0.723,0.292,0.397,0.052,0.593,0.944,0.224,0.214,9.225
0.508,0.517,0.638,0.643,0.907,0.344,0.379,0.42,0.22,0.498,17.726
0.114,0.309,0.913,0.82,0.876,0.827,0.016,0.691,0.253,0.118,18.509
0.75,0.289,0.343,0.877,0.493,0.774,0.101,0.498,0.419,0.353,19.228
0.613,0.001,0.538,0.124,0.56,0.563,0.028,0.594,0.801,0.749,3.714
0.372,0.504,0.311,0.385,0.875,0.325,0.259,0.853,0.659,0.609,14.589
0.74,0.706,0.119,0.841,0.878,0.232,0.69,0.709,0.662,0.831,26.087
0.174,0.708,0.412,0.317,0.675,0.222,0.626,0.205,0.692,0.012,10.024
0.254,0.561,0.587,0.916,0.454,0.886,0.414,0.765,0.852,0.26,14.041
0.54,0.124,0.118,0.311,0.811,0.479,0.553,0.813,0.734,0.207,11.235
0.399,0.2,0.804,0.497,0.699,0.89,0.322,0.619,0.814,0.701,12.406
0.325,0.503,0.27,0.306,0.45,0.91,0.084,0.023,0.012,0.925,10.986
0.068,0.647,0.007,0.771,0.797,0.271,0.166,0.08,0.6,0.283,17.415
0.587,0.831,0.513,0.604,0.557,0.869,0.584,0.995,0.167,0.393,18.85
0.766,0.767,0.733,0.98,0.915,0.183,0.426,0.549,0.333,0.734,26.344
0.509,0.116,0.397,0.225,0.33,0.334,0.66,0.325,0.84,0.228,5.664
0.424,0.92,0.287,0.263,0.107,0.216,0.231,0.342,0.995,0.845,15.746
0.127,0.631,0.612,0.787,0.945,0.551,0.834,0.933,0.748,0.153,15.362
0.668,0.231,0.45,0.587,0.876,0.738,0.342,0.34,0.247,0.629,15.662
0.979,0.98,0.509,0.886,0.021,0.189,0.161,0.884,0.372,0.38,11.428
0.751,0.352,0.482,0.486,0.533,0.288,0.244,0.742,0.225,0.505,15.969
0.404,0.079,0.55,0.446,0.726,0.334,0.387,0.555,0.409,0.997,11.355
0.714,0.413,0.725,0.492,0.798,0.95,0.472,0.968,0.806,0.348,16.814
0.43,0.001,0.309,0.55,0.505,0.205,0.461,0.442,0.198,0.582,7.818
0.207,0.018,0.943,0.546,0.989,0.572,0.766,0.152,0.982,0.427,14.871
0.057,0.796,0.486,0.463,0.569,0.761,0.941,0.825,0.93,0.251,9.207
0.021,0.009,0.193,0.677,0.107,0.417,0.494,0.228,0.057,0.678,10.281
0.665,0.027,0.351,0.832,0.976,0.715,0.219,0.073,0.479,0.983,14.891
0.207,0.381,0.024,0.298,0.875,0.691,0.833,0.365,0.835,0.547,13.074
0.147,0.888,0.024,0.275,0.186,0.213,0.165,0.41,0.748,0.424,13.049
0.113,0.972,0.473,0.08,0.363,0.373,0.284,0.432,0.818,0.992,4.975
0.044,0.757,0.135,0.052,0.649,0.564,0.79,0.437,0.647,0.058,5.74
0.84,0.882,0.581,0.91,0.536,0.052,0.265,0.699,0.305,0.118,18.712
0.61,0.738,0.824,0.658,0.766,0.871,0.368,0.047,0.001,0.424,23.226
0.387,0.997,0.202,0.937,0.877,0.856,0.853,0.025,0.904,0.066,25.008
0.268,0.515,0.334,0.709,0.177,0.932,0.104,0.958,0.616,0.958,13.877
0.005,0.565,0.077,0.14,0.454,0.94,0.404,0.515,0.527,0.198,7.017
0.439,0.097,0.593,0.101,0.781,0.209,0.267,0.322,0.915,0.149,5.122
0.642,0.812,0.717,0.298,0.241,0.051,0.16,0.891,0.814,0.437,13.844
0.456,0.99,0.749,0.866,0.637,0.737,0.979,0.108,0.745,0.506,23.077
0.58,0.916,0.616,0.691,0.088,0.387,0.952,0.878,0.409,0.071,17.714
0.712,0.411,0.826,0.001,0.043,0.811,0.47,0.74,0.087,0.911,11.146
0.285,0.862,0.22,0.433,0.55,0.918,0.113,0.32,0.653,0.474,18.072
0.28,0.78,0.883,0.612,0.647,0.15,0.22,0.403,0.863,0.894,18.308
0.584,0.035,0.526,0.541,0.211,0.962,0.872,0.97,0.778,0.377,7.278
0.629,0.774,0.18,0.018,0.295,0.51,0.295,0.555,0.489,0.149,12.922
0.579,0.337,0.004,0.294,0.203,0.526,0.214,0.435,0.959,0.93,15.5
0.06,0.815,0.283,0.045,0.282,0.999,0.186,0.308,0.345,0.839,3.266
0.603,0.24,0.381,0.573,0.662,0.735,0.988,0.12,0.022,0.134,12.514
0.428,0.036,0.318,0.775,0.304,0.994,0.307,0.465,0.259,0.086,9.972
0.885,0.338,0.523,0.216,0.126,0.777,0.331,0.668,0.928,0.725,9.869
0.036,0.426,0.477,0.705,0.592,0.177,0.28,0.717,0.19,0.391,11.927
0.171,0.755,0.083,0.488,0.356,0.14,0.833,0.231,0.556,0.794,14.221
0.885,0.744,0.352,0.249,0.595,0.765,0.242,0.543,0.693,0.854,16.223
0.376,0.656,0.252,0.371,0.467,0.827,0.866,0.996,0.357,0.723,14.985
0.726,0.658,0.19,0.67,0.685,0.642,0.621,0.818,0.755,0.032,22.679
0.287,0.036,0.806,0.722,0.914,0.882,0.838,0.268,0.0,0.755,13.293
0.796,0.889,0.924,0.501,0.224,0.007,0.175,0.391,0.835,0.878,17.374
0.171,0.137,0.063,0.155,0.109,0.999,0.91,0.903,0.845,0.342,6.891
0.259,0.956,0.966,0.254,0.782,0.883,0.218,0.704,0.219,0.453,18.941
0.827,0.403,0.53,0.491,0.005,0.735,0.227,0.092,0.073,0.791,14.423
0.533,0.593,0.543,0.458,0.531,0.256,0.664,0.562,0.816,0.169,16.535
0.593,0.986,0.636,0.536,0.354,0.798,0.448,0.022,0.99,0.254,19.778
0.609,0.007,0.131,0.124,0.926,0.021,0.827,0.984,0.03,0.502,8.228
0.256,0.931,0.666,0.384,0.757,0.889,0.057,0.271,0.737,0.158,17.197
0.32,0.672,0.278,0.058,0.209,0.33,0.977,0.228,0.272,0.309,9.369
0.307,0.898,0.777,0.339,0.252,0.686,0.223,0.699,0.475,0.137,12.049
0.14,0.683,0.901,0.905,0.106,0.834,0.786,0.07,0.195,0.344,18.055
0.291,0.185,0.31,0.963,0.463,0.659,0.215,0.636,0.262,0.475,15.319
0.406,0.748,0.817,0.173,0.411,0.639,0.766,0.771,0.425,0.051,12.601
0.775,0.194,0.931,0.428,0.309,0.686,0.05,0.544,0.466,0.096,14.132
0.902,0.517,0.597,0.911,0.471,0.845,0.759,0.836,0.892,0.567,22.261
0.156,0.947,0.92,0.72,0.399,0.708,0.609,0.123,0.418,0.506,17.358
0.472,0.261,0.655,0.263,0.639,0.301,0.997,0.68,0.954,0.452,9.984
0.079,0.281,0.146,0.086,0.077,0.292,0.676,0.317,0.969,0.298,5.794
0.887,0.56,0.651,0.793,0.334,0.766,0.428,0.681,0.195,0.316,20.024
0.657,0.212,0.393,0.602,0.426,0.268,0.323,0.385,0.391,0.954,14.278
0.781,0.56,0.614,0.454,0.897,0.15,0.996,0.656,0.444,0.88,19.595
0.585,0.918,0.355,0.344,0.179,0.835,0.066,0.898,0.494,0.845,13.776
0.275,0.453,0.557,0.074,0.059,0.308,0.191,0.997,0.848,0.54,3.617
0.143,0.36,0.726,0.205,0.373,0.36,0.863,0.681,0.336,0.286,6.784
0.407,0.303,0.848,0.948,0.408,0.552,0.611,0.558,0.406,0.95,18.74
0.637,0.068,0.963,0.706,0.34,0.545,0.849,0.061,0.875,0.038,15.83
0.449,0.601,0.278,0.286,0.62,0.746,0.69,0.107,0.301,0.117,14.118
0.245,0.934,0.022,0.781,0.234,0.297,0.506,0.084,0.308,0.196,20.186
0.663,0.346,0.905,0.702,0.54,0.344,0.219,0.561,0.192,0.89,19.827
0.346,0.024,0.22,0.542,0.399,0.195,0.421,0.886,0.477,0.137,9.907
0.74,0.351,0.781,0.398,0.975,0.618,0.23,0.918,0.82,0.299,16.815
0.261,0.189,0.531,0.751,0.354,0.895,0.522,0.184,0.941,0.182,10.458
0.526,0.4,0.845,0.127,0.508,0.212,0.746,0.425,0.861,0.635,12.548
0.823,0.179,0.452,0.325,0.382,0.489,0.536,0.127,0.067,0.498,9.869
0.084,0.344,0.15,0.716,0.037,0.172,0.886,0.702,0.89,0.79,9.261
0.216,0.689,0.864,0.715,0.753,0.632,0.31,0.516,0.632,0.576,17.916
0.451,0.175,0.276,0.94,0.876,0.304,0.197,0.705,0.459,0.776,17.124
0.364,0.129,0.25,0.522,0.403,0.727,0.543,0.055,0.874,0.735,11.189
0.341,0.861,0.884,0.087,0.609,0.138,0.737,0.915,0.668,0.004,14.029
0.493,0.959,0.771,0.289,0.382,0.217,0.46,0.752,0.023,0.22,18.068
0.831,0.367,0.406,0.446,0.459,0.883,0.939,0.559,0.837,0.094,15.577
0.637,0.814,0.87,0.055,0.946,0.47,0.962,0.497,0.195,0.495,17.43
0.425,0.19,0.334,0.213,0.444,0.049,0.266,0.496,0.16,0.329,6.911
0.855,0.251,0.876,0.939,0.376,0.336,0.769,0.832,0.863,0.837,17.321
0.915,0.997,0.632,0.696,0.137,0.817,0.499,0.383,0.044,0.479,11.811
0.766,0.152,0.755,0.361,0.002,0.359,0.287,0.359,0.423,0.189,8.576
0.928,0.919,0.922,0.138,0.15,0.758,0.338,0.342,0.259,0.287,11.375
0.377,0.031,0.378,0.841,0.901,0.736,0.644,0.17,0.581,0.421,15.807
0.271,0.95,0.084,0.045,0.839,0.858,0.694,0.859,0.554,0.942,15.43
0.15,0.741,0.667,0.708,0.425,0.432,0.183,0.575,0.757,0.726,12.992
0.887,0.714,0.669,0.687,0.979,0.734,0.324,0.742,0.009,0.52,21.809
0.479,0.809,0.331,0.21,0.775,0.569,0.993,0.177,0.557,0.149,15.714
0.316,0.812,0.056,0.477,0.436,0.224,0.926,0.332,0.849,0.949,18.694
0.981,0.771,0.868,0.411,0.645,0.348,0.551,0.272,0.048,0.131,16.887
0.556,0.096,0.646,0.191,0.84,0.108,0.076,0.01,0.201,0.964,8.784
0.468,0.999,0.23,0.604,0.865,0.523,0.973,0.339,0.115,0.289,22.349
0.214,0.537,0.547,0.643,0.543,0.758,0.556,0.835,0.178,0.789,12.919
0.162,0.806,0.53,0.666,0.737,0.657,0.738,0.048,0.22,0.745,15.761
0.113,0.417,0.437,0.458,0.65,0.483,0.425,0.681,0.212,0.486,10.129
0.242,0.772,0.049,0.926,0.393,0.648,0.477,0.991,0.091,0.062,19.741
0.583,0.874,0.125,0.862,0.266,0.042,0.118,0.779,0.414,0.823,22.917
0.234,0.414,0.234,0.951,0.219,0.294,0.787,0.856,0.956,0.556,16.323
0.777,0.455,0.713,0.768,0.926,0.632,0.956,0.887,0.211,0.969,21.914
0.816,0.833,0.729,0.669,0.638,0.878,0.697,0.565,0.516,0.058,19.136
0.374,0.121,0.797,0.42,0.566,0.661,0.66,0.191,0.384,0.785,8.35
0.363,0.366,0.799,0.542,0.935,0.22,0.899,1.0,0.424,0.798,16.377
0.998,0.054,0.505,0.093,0.756,0.805,0.894,0.296,0.236,0.936,8.407
0.573,0.969,0.264,0.054,0.966,0.286,0.696,0.704,0.873,0.788,16.69
0.637,0.219,0.843,0.061,0.88,0.674,0.915,0.402,0.667,0.382,12.223
0.479,0.263,0.755,0.258,0.321,0.912,0.984,0.292,0.864,0.07,11.749
0.633,0.044,0.98,0.165,0.937,0.083,0.554,0.598,0.122,0.186,10.679
0.272,0.663,0.1,0.267,0.881,0.282,0.029,0.268,0.784,0.952,16.208
0.229,0.229,0.786,0.78,0.923,0.501,0.991,0.276,0.008,0.701,18.47
0.832,0.769,0.864,0.168,0.031,0.234,0.31,0.147,0.608,0.576,13.493
0.893,0.534,0.517,0.849,0.688,0.863,0.716,0.715,0.279,0.548,22.979
0.425,0.133,0.227,0.016,0.774,0.691,0.626,0.011,0.821,0.143,8.178
0.141,0.675,0.403,0.669,0.774,0.073,0.556,0.74,0.584,0.457,13.044
0.563,0.579,0.382,0.1,0.539,0.646,0.807,0.582,0.404,0.75,11.8
0.267,0.122,0.102,0.652,0.99,0.753,0.399,0.91,0.554,0.574,14.998
0.111,0.664,0.421,0.309,0.143,0.847,0.73,0.949,0.089,0.557,5.941
0.077,0.007,0.924,0.528,0.022,0.174,0.552,0.915,0.954,0.59,9.881
0.691,0.308,0.02,0.523,0.947,0.853,0.921,0.757,0.151,0.647,21.043
0.764,0.64,0.566,0.853,0.003,0.431,0.922,0.582,0.823,0.665,17.831
0.678,0.831,0.115,0.766,0.153,0.182,0.164,0.649,0.285,0.143,22.29
0.696,0.517,0.757,0.317,0.961,0.876,0.146,0.872,0.072,0.011,20.484
0.677,0.009,0.221,0.458,0.587,0.431,0.472,0.973,0.451,0.776,9.477
0.464,0.595,0.346,0.483,0.592,0.508,0.578,0.076,0.086,0.368,15.114
0.313,0.358,0.152,0.041,0.927,0.752,0.694,0.791,0.171,0.047,9.692
0.699,0.639,0.05,0.653,0.456,0.832,0.053,0.426,0.583,0.818,21.73
0.645,0.989,0.173,0.478,0.986,0.866,0.694,0.749,0.903,0.436,20.544
0.027,0.281,0.186,0.139,0.365,0.881,0.879,0.001,0.646,0.403,7.741
0.317,0.257,0.127,0.952,0.813,0.035,0.027,0.988,0.017,0.824,18.62
0.841,0.423,0.512,0.275,0.267,0.135,0.828,0.632,0.454,0.504,12.402
0.358,0.414,0.971,0.185,0.424,0.77,0.758,0.111,0.517,0.624,13.523
0.624,0.293,0.209,0.381,0.678,0.691,0.752,0.815,0.155,0.059,15.096
0.596,0.45,0.362,0.931,0.442,0.729,0.103,0.846,0.332,0.056,20.276
0.723,0.911,0.365,0.501,0.653,0.131,0.447,0.734,0.384,0.768,18.266
0.418,0.077,0.859,0.941,0.378,0.758,0.537,0.454,0.487,0.751,14.115
0.235,0.64,0.389,0.887,0.874,0.915,0.427,0.608,0.022,0.722,18.718
0.283,0.379,0.134,0.662,0.779,0.803,0.865,0.326,0.728,0.333,17.975
0.523,0.573,0.311,0.657,0.165,0.013,0.574,0.589,0.215,0.757,17.724
0.4,0.039,0.236,0.149,0.021,0.493,0.835,0.719,0.714,0.287,2.584
0.115,0.745,0.439,0.345,0.664,0.988,0.047,0.22,0.204,0.906,8.518
0.353,0.512,0.589,0.921,0.306,0.108,0.012,0.519,0.376,0.367,15.543
0.021,0.885,0.873,0.926,0.133,0.376,0.594,0.373,0.579,0.706,14.661
0.269,0.164,0.97,0.001,0.224,0.738,0.199,0.898,0.986,0.084,6.008
0.82,0.193,0.025,0.432,0.812,0.325,0.619,0.211,0.9,0.392,17.36
0.254,0.435,0.2,0.817,0.396,0.66,0.215,0.183,0.828,0.083,14.817
0.236,0.677,0.978,0.029,0.443,0.217,0.307,0.433,0.329,0.198,10.751
0.119,0.278,0.024,0.037,0.776,0.776,0.096,0.657,0.143,0.619,9.482
0.05,0.574,0.877,0.217,0.218,0.031,0.091,0.1,0.648,0.134,6.895
0.775,0.561,0.715,0.782,0.083,0.062,0.378,0.848,0.709,0.363,18.962
0.557,0.448,0.543,0.441,0.409,0.974,0.54,0.903,0.562,0.436,14.836
0.541,0.587,0.769,0.621,0.4,0.545,0.655,0.458,0.645,0.706,18.267
0.472,0.609,0.923,0.901,0.338,0.587,0.543,0.294,0.158,0.035,22.047
0.234,0.259,0.851,0.412,0.788,0.948,0.233,0.225,0.528,0.472,12.923
0.374,0.877,0.526,0.909,0.809,0.981,0.303,0.78,0.185,0.976,23.507
0.958,0.922,0.812,0.075,0.152,0.056,0.814,0.185,0.577,0.667,9.214
0.291,0.464,0.201,0.096,0.756,0.91,0.866,0.346,0.708,0.068,10.548
0.142,0.201,0.269,0.348,0.563,0.704,0.075,0.356,0.327,0.178,8.587
0.515,0.579,0.729,0.836,0.194,0.881,0.724,0.373,0.751,0.854,17.309
0.193,0.219,0.571,0.03,0.761,0.269,0.193,0.605,0.021,0.894,4.685
0.833,0.457,0.719,0.251,0.336,0.614,0.146,0.966,0.415,0.44,15.084
