P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
329.0,0.0,0.4816273,0.6899696,0.006079,0.2307692,6.0925926,0.75,16100.0
4320.0,0.0349599,0.5568619,0.6206019,0.0763889,0.1038251,6.9250646,0.4210526,83700.0
66.0,0.0,0.497076,0.6969697,0.0,0.375,5.5272727,0.6666667,22200.0
2683.0,0.003248,0.5121799,0.7871785,0.0450988,0.2140221,6.3352872,0.4482759,51300.0
3399.0,0.0073515,0.3967812,0.675787,0.338629,0.0933852,6.5073867,0.2916667,22500.0
293.0,0.0,0.4812903,0.7610922,0.0,0.25,5.6100917,0.5,27600.0
922.0,0.0058916,0.5251375,0.7180043,0.0032538,0.2173913,6.9885975,0.0,85800.0
1989.0,0.001449,0.4529083,0.6500754,0.0045249,0.124183,6.08,0.5263158,29200.0
235.0,0.0,0.4628378,0.7276596,0.1276596,0.0967742,4.9677419,0.6666667,14999.0
147.0,0.0,0.4164223,0.6530612,0.0,0.2647059,5.6610169,0.8888889,14999.0
1387.0,0.0608141,0.5480628,0.7822639,0.0021629,0.2410714,5.2302026,0.3333333,39300.0
644.0,0.0006464,0.4117647,0.6506211,0.2406832,0.2352941,5.6932367,0.5,18800.0
1157.0,0.0086516,0.5119332,0.8228176,0.0138289,0.4102564,6.9338999,0.5625,131700.0
58905.0,0.0593985,0.4455664,0.5946015,0.1302436,0.0622386,6.1958114,0.4297352,87300.0
417.0,0.0030644,0.4310521,0.6546763,0.0,0.0714286,6.2078313,1.0,19300.0
165.0,0.0,0.484787,0.7454545,0.0,0.3269231,5.44,0.8823529,39100.0
15757.0,0.0312387,0.5498352,0.8118297,0.0066637,0.4717668,7.27519,0.5830116,191200.0
300.0,0.0522388,0.4492537,0.55,0.28,0.0617284,6.4883721,0.4,65000.0
7855.0,0.0115127,0.5424075,0.7488224,0.0005092,0.2544643,6.1125641,0.0877193,64500.0
2042.0,0.0010445,0.4733654,0.6415279,0.010284,0.1088435,6.0881057,0.625,34000.0
616.0,0.0,0.4828179,0.7824675,0.0275974,0.25,5.1653117,0.4,23800.0
264.0,0.001634,0.5473856,0.6401515,0.3143939,0.3448276,5.2512563,1.0,24200.0
37.0,0.0,0.5368421,0.9189189,0.0,0.0,8.3333333,0.0,153100.0
89.0,0.0,0.4278846,0.6292135,0.0,0.0740741,5.6571429,1.0,14999.0
1394.0,0.0035078,0.4654614,0.7166428,0.0057389,0.1891892,6.2581602,0.4285714,36900.0
3138.0,0.0133524,0.5566285,0.7278521,0.1714468,0.1395349,6.7994129,0.25,97100.0
1323.0,0.0020858,0.4553039,0.6802721,0.1579743,0.1932773,5.6829268,0.2608696,27700.0
1097.0,0.0010834,0.5084868,0.6900638,0.0009116,0.1538462,6.36,0.3333333,53100.0
89.0,0.016,0.544,0.7640449,0.0,0.0769231,5.4225352,1.0,56900.0
148.0,0.0082418,0.5054945,0.6756757,0.0,0.0645161,5.245098,1.0,26900.0
387.0,0.0011976,0.405988,0.5503876,0.0,0.2352941,5.8982456,0.4375,14999.0
426.0,0.0,0.4842105,0.6244131,0.0,0.1176471,7.1757812,0.5,63600.0
228.0,0.0,0.4159445,0.6052632,0.495614,0.0,5.9483871,0.0,16400.0
1852.0,0.0050476,0.4882547,0.7521598,0.1906048,0.11,5.7144068,0.4545455,33400.0
622.0,0.0014347,0.4296987,0.5803859,0.0,0.1694915,6.2613909,0.7,16800.0
103.0,0.0036101,0.4584838,0.7475728,0.0,0.0,6.1688312,0.0,24000.0
1633.0,0.0055696,0.4253165,0.6509492,0.0012247,0.1409396,5.559792,0.5714286,23300.0
368.0,0.0056818,0.4017857,0.8043478,0.0027174,0.1142857,4.9226804,0.0,22900.0
2661.0,0.0072048,0.4725776,0.6832018,0.1544532,0.1478873,6.2876798,0.4285714,36300.0
9702.0,0.129315,0.5911489,0.6664605,0.0544218,0.1730769,6.5480933,0.2828283,153600.0
17397.0,0.0117748,0.34086,0.5921136,0.0051158,0.2474946,4.8072667,0.3397887,71800.0
495.0,0.0033131,0.4290447,0.8181818,0.0121212,0.1,4.7483444,1.0,47000.0
685.0,0.0143213,0.4607721,0.6160584,0.0014599,0.0522388,5.9725738,0.8571429,24200.0
39.0,0.0,0.3181818,0.7179487,0.0,0.0833333,5.2258065,0.0,14999.0
44.0,0.0,0.4615385,0.8181818,0.0,0.0,5.5517241,0.0,20600.0
203.0,0.0,0.4634615,0.729064,0.0,0.0422535,5.0791367,0.0,15800.0
2148.0,0.0025978,0.4658224,0.7872439,0.0372439,0.2364341,5.4777535,0.4754098,33300.0
113.0,0.0042017,0.3991597,0.6637168,0.0,0.5,5.9191919,0.8181818,14999.0
2139.0,0.0021773,0.4931571,0.8045816,0.0,0.2666667,6.3429648,0.4166667,52500.0
33.0,0.028169,0.6478873,0.6060606,0.0,0.0,4.7368421,0.0,79200.0
1003.0,0.0395618,0.5581254,0.8374875,0.003988,0.4,6.4607961,0.25,207100.0
198.0,0.0,0.46875,0.6666667,0.0,0.2,6.239726,0.8,17100.0
764.0,0.0018779,0.4798122,0.8141361,0.0,0.25,5.4307432,0.5384615,39400.0
67.0,0.0,0.4085366,0.6865672,0.0,0.0344828,4.754386,0.0,14999.0
366.0,0.0,0.4978947,0.7295082,0.0,0.2307692,5.7480916,0.8888889,28800.0
259.0,0.0,0.4837341,0.7528958,0.0,0.0967742,5.7658537,1.0,23500.0
623.0,0.0,0.4491783,0.7223114,0.0369181,0.1333333,5.8158996,0.75,23500.0
968.0,0.002061,0.4480627,0.6869835,0.0,0.1870504,5.1581325,0.6923077,14999.0
751.0,0.0004998,0.4357821,0.6884154,0.0213049,0.1744186,5.9345238,0.6,17200.0
542.0,0.0011758,0.4744268,0.7583026,0.4132841,0.2444444,6.4033019,1.0,37300.0
529.0,0.0081026,0.5037137,0.7655955,0.1058601,0.1489362,5.6502242,0.4285714,39700.0
144.0,0.0,0.470405,0.6805556,0.0694444,0.3181818,5.3577236,0.7142857,14999.0
41.0,0.0,0.4642857,0.8292683,0.0,0.0,5.7179487,0.0,14999.0
10059.0,0.0038632,0.5479651,0.7153793,0.0097425,0.318618,5.8658958,0.6325301,122100.0
1253.0,0.0040689,0.3949922,0.6496409,0.0422985,0.0949367,5.4367397,0.6,29800.0
1030.0,0.0018634,0.4596273,0.7660194,0.0058252,0.2394366,5.224647,0.8235294,22000.0
341.0,0.0009794,0.5279138,0.856305,0.0,0.2857143,5.8518519,0.5,63100.0
264.0,0.0,0.4597876,0.7272727,0.0719697,0.1875,5.3350254,0.6666667,21300.0
280.0,0.0,0.4439394,0.6535714,0.0,0.1428571,5.9009009,0.75,18800.0
91.0,0.008658,0.5454545,0.8351648,0.0,0.1851852,7.0,0.2,93300.0
428.0,0.0026132,0.4939024,0.7476636,0.0,0.3157895,6.8214286,0.8333333,32900.0
359.0,0.0032751,0.4694323,0.7409471,0.0,0.1212121,6.5038462,0.5,19200.0
3412.0,0.0079648,0.5341024,0.8610785,0.0017585,0.3061224,6.5337504,0.2666667,70700.0
1536.0,0.0017663,0.4736311,0.6816406,0.0026042,0.1097046,6.357346,0.7307692,35500.0
1171.0,0.0471684,0.3268307,0.9743809,0.1665243,0.0,6.0,0.0,156300.0
9347.0,0.0118684,0.4621354,0.6429871,0.0008559,0.232816,6.043695,0.5714286,31800.0
74.0,0.0027933,0.3854749,0.8513514,0.0,0.0,3.2881356,0.0,14999.0
1312.0,0.0024171,0.4288674,0.6882622,0.0022866,0.0772627,4.8848263,0.4571429,41500.0
2763.0,0.0175104,0.5259083,0.8794788,0.0083243,0.6122449,7.9792922,0.4666667,129200.0
539.0,0.0016764,0.4233026,0.5862709,0.0,0.0487805,6.0026385,0.5,14999.0
104.0,0.0,0.4603175,0.7115385,0.0,0.375,6.0444444,0.6666667,18800.0
830.0,0.0341948,0.5161034,0.8638554,0.0024096,0.2105263,7.75,0.75,304200.0
750.0,0.0029028,0.4581519,0.7453333,0.34,0.1285714,5.8611632,0.7777778,29800.0
542.0,0.000811,0.4963504,0.6439114,0.001845,0.1166667,6.3696809,0.7142857,75300.0
2871.0,0.0076763,0.4910226,0.7011494,0.1508185,0.2,6.3068648,0.2571429,55000.0
1146.0,0.0024206,0.5146747,0.7931937,0.0052356,0.2568807,5.4550051,0.7857143,39300.0
23.0,0.0,0.5901639,0.9130435,0.0,0.0,6.9473684,0.0,91300.0
5565.0,0.0075319,0.5413584,0.7789757,0.0123989,0.1984733,6.8048666,0.6538462,65600.0
430.0,0.0028429,0.4804549,0.7883721,0.0023256,0.0392157,5.5081967,1.0,49700.0
1627.0,0.0,0.5077375,0.6687154,0.0018439,0.1655172,5.9175926,0.5,30600.0
38.0,0.0,0.4950495,0.8684211,0.0,0.0,6.1,0.0,14999.0
1522.0,0.0073378,0.5264848,0.7693824,0.0512484,0.3230769,6.4341317,0.2142857,67900.0
86.0,0.0,0.5873016,0.8604651,0.0,0.5,8.0120482,0.0,64500.0
1250.0,0.0069184,0.4695878,0.7536,0.3176,0.2125,6.2646007,0.2352941,33900.0
2220.0,0.0170168,0.523702,0.7072072,0.0072072,0.2972973,6.9754491,0.1818182,167100.0
67.0,0.0,0.4,0.7910448,0.0,0.0,3.2888889,0.0,51900.0
10497.0,0.0169149,0.5535011,0.7748881,0.0182909,0.2511211,7.393935,0.2678571,75000.0
6773.0,0.0501872,0.6241214,0.5564742,0.0107781,0.0935252,5.9777047,0.2564103,295400.0
881.0,0.0038776,0.4816889,0.7423383,0.0011351,0.1590909,5.3613596,0.4761905,37000.0
81.0,0.0,0.507772,0.6790123,0.0,0.4,6.2542373,1.0,16300.0
188.0,0.0018051,0.4241877,0.7287234,0.4148936,0.078125,5.5612903,0.6,23700.0
5520.0,0.0078134,0.4979317,0.8128623,0.0876812,0.2679558,5.4825671,0.5927835,40400.0
1111.0,0.0062854,0.5427404,0.8028803,0.0018002,0.1111111,5.5827338,0.4285714,62500.0
2955.0,0.0089198,0.5149071,0.7827411,0.0659898,0.247191,5.7896604,0.1363636,46500.0
3273.0,0.0369092,0.6222783,0.63978,0.0070272,0.25625,6.9344414,0.1219512,436300.0
509.0,0.0039277,0.5231736,0.7151277,0.0,0.2631579,6.4077381,0.2,125400.0
1513.0,0.0073662,0.3986705,0.8651685,0.0,0.3125,7.3507937,0.5,51600.0
96.0,0.0,0.4694534,0.8229167,0.6875,0.1428571,5.8395062,1.0,31800.0
202.0,0.0,0.4020443,0.7277228,0.0445545,0.0263158,5.2341772,1.0,22700.0
1367.0,0.0028653,0.4816619,0.6671544,0.0021946,0.1544715,7.0829439,0.6842105,58100.0
1930.0,0.0036179,0.5356971,0.5803109,0.0041451,0.2601626,7.2893082,0.1875,106400.0
1587.0,0.0836977,0.4804809,0.8695652,0.0119723,0.1571429,5.4814815,0.7272727,168700.0
26.0,0.0,0.4347826,0.7307692,0.0,0.0,6.2173913,0.0,14999.0
20.0,0.0,0.4871795,1.0,0.0,0.0,6.4705882,0.0,32500.0
1988.0,0.0030036,0.495795,0.639336,0.0025151,0.1883117,6.2625202,0.7413793,25900.0
2549.0,0.0050273,0.5235564,0.7763829,0.0047077,0.0800866,5.1464935,0.3108108,72600.0
548.0,0.0020202,0.5164983,0.7463504,0.0,0.2352941,6.6917808,0.5,59100.0
785.0,0.0019259,0.4424651,0.6853503,0.4,0.1044776,6.1669903,0.9285714,39900.0
1752.0,0.0060783,0.4828906,0.6432648,0.010274,0.1428571,7.1624204,0.7391304,46100.0
308.0,0.0011403,0.3933865,0.6785714,0.012987,0.1621622,5.3826531,1.0,27800.0
274.0,0.0,0.503023,0.8065693,0.0218978,0.0769231,5.5630252,0.5,43100.0
862.0,0.0,0.4349573,0.6461717,0.1160093,0.212963,5.4351266,0.6956522,20100.0
2554.0,0.0026288,0.3743428,0.8547377,0.0,0.2190476,6.8589357,0.5652174,46100.0
2620.0,0.0405405,0.4782541,0.6374046,0.0160305,0.1958042,5.4501197,0.3571429,62800.0
2092.0,0.0019964,0.4865699,0.7041109,0.0,0.1826923,6.2355908,0.4210526,43100.0
51.0,0.0,0.3538462,0.745098,0.0,0.0666667,5.6363636,1.0,14999.0
589.0,0.0007369,0.4443626,0.6485569,0.0475382,0.1834862,5.3866995,0.7,14999.0
13575.0,0.0076405,0.4548663,0.6324862,0.0111234,0.1515014,4.8211422,0.3513514,84600.0
629.0,0.0005491,0.4848984,0.7869634,0.1224165,0.326087,5.4411215,0.6666667,31100.0
4.0,0.0,0.625,0.5,0.0,0.0,4.3333333,0.0,36300.0
1000.0,0.0016031,0.5133055,0.755,0.23,0.1641791,5.1757925,0.8181818,36500.0
127.0,0.0,0.4410876,0.7716535,0.0,0.0,5.8301887,0.0,24000.0
603.0,0.0030562,0.4896088,0.7827529,0.0,0.0540541,8.0708661,0.0,89400.0
80.0,0.0,0.4371859,0.6,0.0,0.25,5.9714286,0.75,14999.0
321.0,0.0,0.430137,0.6604361,0.0716511,0.0967742,5.7813765,0.6666667,25000.0
640.0,0.0006177,0.4348363,0.6625,0.0765625,0.1351351,5.3080357,0.8,14999.0
324.0,0.0,0.5645161,0.8148148,0.0030864,0.2,6.7929515,1.0,66900.0
502.0,0.0108254,0.4282815,0.7788845,0.0956175,0.2,7.2328042,0.4285714,32800.0
371.0,0.0018349,0.4752294,0.7708895,0.0053908,0.2631579,5.4581818,0.2,46900.0
52.0,0.0,0.4834437,0.8461538,0.0,0.2,6.4444444,1.0,17800.0
107.0,0.0,0.5669291,0.7476636,0.0,0.1111111,5.825,0.0,36700.0
382.0,0.0018657,0.4328358,0.7382199,0.382199,0.2205882,5.2073171,0.8,14999.0
910.0,0.0319001,0.6278317,0.6208791,0.0582418,0.1230769,6.1560575,0.25,186600.0
1115.0,0.0049689,0.5015528,0.8035874,0.0,0.4888889,6.1034091,0.8181818,48800.0
89468.0,0.0092832,0.4971043,0.7337148,0.0486766,0.1584241,5.7410977,0.5514403,40100.0
910.0,0.0085312,0.5133531,0.7516484,0.0164835,0.5,6.9213313,0.3,103700.0
86.0,0.0,0.5043103,0.7325581,0.0,0.1666667,5.4705882,1.0,22700.0
1086.0,0.002802,0.4408468,0.7578269,0.3489871,0.1368421,5.5734536,0.8461538,25800.0
752.0,0.0062435,0.4687825,0.6875,0.0013298,0.4,5.7883959,0.6875,24500.0
242.0,0.0025157,0.5220126,0.7561983,0.0,0.0,5.5438596,0.0,46000.0
103.0,0.0070671,0.409894,0.5728155,0.0,0.0625,5.4225352,1.0,15000.0
1948.0,0.0009052,0.4215886,0.6042094,0.0,0.3040936,5.7090762,0.5576923,28900.0
217.0,0.0,0.4881603,0.7327189,0.0,0.0,6.0519481,0.0,23000.0
234.0,0.0,0.4469697,0.6239316,0.3076923,0.097561,5.3757962,0.5,14999.0
209.0,0.0081136,0.5233266,0.7177033,0.0143541,0.1176471,5.0961538,1.0,21800.0
957.0,0.098513,0.6068773,0.53814,0.0250784,0.3,6.3157895,0.7407407,91700.0
5.0,0.0,0.5294118,1.0,0.0,0.0,6.75,0.0,14999.0
144.0,0.0,0.4188791,0.6736111,0.0,0.125,5.2735043,0.8,18000.0
834.0,0.0018182,0.4518182,0.7086331,0.0,0.2093023,5.8619469,0.5555556,41700.0
541.0,0.0013605,0.3836735,0.650647,0.6968577,0.1147541,5.244382,0.4285714,14999.0
45.0,0.0089286,0.4910714,0.7111111,0.0222222,0.0,6.1891892,0.0,14999.0
77.0,0.004902,0.5,0.7662338,0.0,0.0,6.0454545,0.0,15500.0
96.0,0.0,0.5384615,0.71875,0.0,0.0,5.8648649,0.0,23400.0
12468.0,0.0460031,0.5987429,0.632018,0.0161213,0.1339623,5.8916201,0.1408451,92400.0
4638.0,0.0119037,0.516972,0.6429495,0.0269513,0.2139303,6.0693974,0.4883721,78600.0
110.0,0.0,0.4366197,0.6545455,0.0,0.125,5.5294118,1.0,14999.0
574.0,0.0030618,0.4396816,0.6794425,0.0,0.1276596,5.8256579,0.0,37100.0
1461.0,0.001497,0.5389222,0.7967146,0.0013689,0.2083333,6.1439084,0.4,50800.0
1836.0,0.0036336,0.5148212,0.8229847,0.1960784,0.5294118,5.8053435,0.6222222,50100.0
308.0,0.0,0.4401496,0.7077922,0.0454545,0.2,6.260274,1.0,25600.0
3349.0,0.0253193,0.5342819,0.6945357,0.0253807,0.1532567,5.8423773,0.475,53500.0
318.0,0.0,0.4896641,0.7169811,0.0,0.2105263,5.9745763,0.75,21600.0
7749.0,0.0064412,0.4991948,0.6892502,0.2719061,0.2481108,6.7234789,0.3654822,51700.0
213.0,0.0017794,0.4786477,0.7652582,0.0,0.1666667,6.2011173,1.0,21300.0
325.0,0.0020101,0.4944724,0.8,0.0,0.7021277,5.8823529,0.6969697,35200.0
175.0,0.0,0.4895833,0.7257143,0.0,0.25,6.3006993,1.0,42500.0
561.0,0.0021863,0.4153913,0.8538324,0.0,0.0512821,5.7209302,0.5,38600.0
1201.0,0.0006311,0.5307668,0.7218984,0.0016653,0.0967742,5.5825641,0.3333333,87200.0
8071.0,0.0082669,0.5238658,0.6839301,0.1797795,0.1032702,6.1090909,0.4166667,58500.0
10551.0,0.0106316,0.5027871,0.7233438,0.1259596,0.3583333,5.8291323,0.4418605,51600.0
899.0,0.0032552,0.4189453,0.8197998,0.0,0.0466667,4.5179969,0.7142857,14999.0
21.0,0.0,0.5,0.6666667,0.0,0.2,6.8823529,1.0,14999.0
32.0,0.0,0.4468085,0.8125,0.0,0.0,5.7241379,0.0,14999.0
101.0,0.0,0.4261168,0.8217822,0.039604,0.0,6.0,0.0,30300.0
273.0,0.0,0.439528,0.7069597,0.0,0.0512821,6.1330275,0.5,18300.0
1506.0,0.004171,0.5422315,0.7277556,0.0066401,0.2891566,5.7009967,0.5833333,43300.0
9058.0,0.0315616,0.5244956,0.683153,0.3440053,0.2343284,5.4090398,0.3057325,64300.0
64.0,0.0057471,0.5114943,0.6875,0.0,0.125,6.1702128,1.0,34200.0
567.0,0.0012995,0.4795322,0.7037037,0.0,0.0909091,6.0583333,0.6666667,43600.0
52.0,0.0,0.4621212,0.7884615,0.0,0.0344828,5.9807692,1.0,46000.0
92.0,0.0,0.3874346,0.6195652,0.0,0.1612903,5.425,1.0,14999.0
4094.0,0.0700771,0.6129743,0.6458232,0.0454323,0.0990991,6.2798758,0.2121212,156900.0
496.0,0.0007508,0.4977477,0.7379032,0.0,0.0952381,5.6607595,0.5,33400.0
43.0,0.0,0.4071429,0.7906977,0.6976744,0.1111111,5.08,0.0,15000.0
1626.0,0.0042854,0.4567683,0.6543665,0.0670357,0.0824176,5.7924188,0.8666667,18700.0
2474.0,0.0089767,0.5166068,0.7704123,0.0246564,0.1694915,6.1799325,0.2,58800.0
907.0,0.0211437,0.578568,0.6560088,0.0176406,0.1111111,6.2426304,0.25,50900.0
796.0,0.0048473,0.5264178,0.7638191,0.0075377,0.0876289,5.2317666,0.8235294,51500.0
564.0,0.0,0.4715832,0.7234043,0.4397163,0.0298507,6.4666667,1.0,38400.0
504.0,0.0014399,0.5284377,0.7916667,0.0019841,0.1081081,6.7127937,0.375,102200.0
169.0,0.0044248,0.4269912,0.6745562,0.0,0.0666667,5.3255814,1.0,14999.0
451.0,0.0024938,0.485453,0.7760532,0.0,0.1666667,5.6875,0.0,38200.0
95.0,0.0,0.4551971,0.6947368,0.0,0.0,6.1375,0.0,20100.0
869.0,0.003271,0.4911215,0.6409666,0.009206,0.1025641,4.78125,0.5,22500.0
810.0,0.0062429,0.5119183,0.5592593,0.0259259,0.0426829,6.3208661,0.6190476,134700.0
2423.0,0.0018245,0.4859358,0.7383409,0.2637227,0.1987578,6.204765,0.625,52400.0
563.0,0.0033179,0.5295289,0.7531083,0.0071048,0.0943396,5.3944316,0.4,38400.0
105.0,0.006689,0.4782609,0.8380952,0.0095238,0.1666667,6.0875,0.0,35400.0
2065.0,0.0098425,0.3876163,0.6150121,0.0038741,0.1492537,6.3187773,0.65,25500.0
283.0,0.0,0.523622,0.7773852,0.0,0.2,5.6139535,0.2,27100.0
544.0,0.0007391,0.4818921,0.6838235,0.0,0.1538462,5.2351598,0.875,21400.0
410.0,0.000999,0.4725275,0.7097561,0.004878,0.0652174,6.4166667,0.0,27200.0
99.0,0.0034965,0.5174825,0.7575758,0.0,0.1538462,5.475,1.0,22700.0
321.0,0.0093555,0.4334719,0.6978193,0.105919,0.0882353,6.9741379,1.0,45100.0
971.0,0.0068213,0.5343338,0.7394439,0.0020597,0.1410256,5.9380665,0.5454545,69100.0
1199.0,0.0135181,0.436634,0.6388657,0.0,0.2195122,6.552439,0.1111111,42800.0
164.0,0.0,0.493865,0.6402439,0.0,0.0120925,6.512,0.6086957,118100.0
121.0,0.0,0.4810127,0.7190083,0.0,0.4,6.3157895,0.5,27200.0
2749.0,0.0032923,0.4282851,0.6751546,0.3604947,0.2094017,5.7544522,0.6734694,26600.0
395.0,0.0071813,0.4147217,0.721519,0.0,0.245283,5.8616352,0.7692308,23500.0
1605.0,0.0051175,0.5675739,0.8130841,0.0130841,0.3544304,7.0968908,0.7142857,67200.0
455.0,0.014885,0.5270636,0.7802198,0.5274725,0.4285714,6.8984375,0.0,136400.0
85.0,0.0,0.4725738,0.8,0.0,0.0909091,5.5942029,1.0,14999.0
35.0,0.0,0.5283019,0.7142857,0.0,0.1111111,3.9428571,1.0,14999.0
127.0,0.0026667,0.4906667,0.6456693,0.0,0.1,6.3589744,1.0,38800.0
1648.0,0.0490289,0.5525174,0.8944175,0.0066748,0.7636364,8.3025048,0.0952381,298700.0
417.0,0.0,0.4616096,0.7098321,0.0527578,0.1296296,5.8673835,0.9285714,14999.0
80.0,0.0,0.4847162,0.7875,0.0,0.6666667,5.8307692,0.5,51700.0
699.0,0.0,0.498275,0.7753934,0.0,0.2727273,6.3075435,0.6666667,46300.0
4191.0,0.0058065,0.3928315,0.826533,0.0002386,0.1764706,6.8763966,0.3333333,50600.0
566.0,0.0,0.5374507,0.7968198,0.0,0.0217391,5.3554084,1.0,37000.0
45.0,0.0,0.4666667,0.7111111,0.0,0.0,6.4571429,0.0,20900.0
109.0,0.0,0.4693878,0.8348624,0.0,0.4285714,5.393617,0.0,32800.0
164.0,0.0049875,0.4688279,0.652439,0.0,0.0833333,6.2631579,0.0,19400.0
4815.0,0.3111357,0.5721154,0.851298,0.0454829,0.2916667,6.7894737,0.1142857,255600.0
57.0,0.0,0.4756757,0.7192982,0.0,0.0,3.9583333,0.0,42500.0
313.0,0.0022883,0.4897025,0.7667732,0.0,0.0,6.7806691,0.0,44000.0
39.0,0.0,0.5959596,0.7692308,0.0,0.0,5.9117647,0.0,25200.0
7.0,0.0,0.5454545,0.4285714,0.0,0.0,1.0,0.0,0.0
4762.0,0.0125229,0.5138974,0.7965141,0.1226375,0.2956522,6.8562237,0.2941176,59900.0
479.0,0.0008453,0.4699915,0.7035491,0.006263,0.1875,6.0686567,1.0,22400.0
4920.0,0.0012902,0.4275197,0.670122,0.6347561,0.1300236,5.5486823,0.6,17800.0
7462.0,0.0396758,0.4990576,0.7256768,0.3244438,0.0565844,5.8152727,0.4363636,45900.0
67.0,0.0,0.5,0.641791,0.0,0.1428571,5.5254237,1.0,14999.0
7142.0,0.0362514,0.3541941,0.7744329,0.4304116,0.037037,5.8593883,0.5172414,51000.0
384.0,0.0031949,0.5324814,0.6796875,0.0,0.1851852,6.0569395,0.7,16700.0
430.0,0.0,0.4506667,0.7069767,0.3906977,0.0769231,5.8136095,1.0,28300.0
187.0,0.0062112,0.5445135,0.7700535,0.0053476,0.3043478,5.9705882,0.1428571,116000.0
456.0,0.0,0.4570528,0.6776316,0.002193,0.0140351,6.0722892,0.5,35200.0
4268.0,0.0291823,0.5827292,0.6729147,0.0848172,0.1303289,5.3045095,0.1588785,73500.0
133.0,0.0065359,0.5196078,0.7293233,0.0,0.0714286,5.6306306,0.75,16900.0
4637.0,0.0109983,0.4883249,0.6642226,0.0021566,0.1659574,6.0085262,0.4871795,36200.0
198.0,0.0032626,0.3915171,0.7474747,0.0,0.0769231,5.76,0.0,17200.0
199.0,0.0,0.4934087,0.7839196,0.5025126,0.2916667,5.6832298,0.5714286,23300.0
2042.0,0.0697831,0.479321,0.9691479,0.1243879,0.0153846,5.1043956,0.0,0.0
731.0,0.0015416,0.454779,0.7113543,0.1067031,0.0819672,5.6220472,0.7,25000.0
1691.0,0.0024893,0.5001131,0.699586,0.035482,0.2840909,5.2393939,0.48,34100.0
1540.0,0.0015686,0.5113725,0.6974026,0.0006494,0.1142857,6.2571429,0.5,31500.0
304.0,0.0026316,0.4868421,0.7401316,0.0,0.04,6.0803213,1.0,24400.0
535.0,0.0,0.4549839,0.6598131,0.0,0.1363636,6.0666667,0.5,21300.0
589.0,0.0,0.4733911,0.6994907,0.0135823,0.0408163,6.319202,0.5,32800.0
