x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-2.51969,-12.9187,brown,-6.45934,-0.330706,-15.723,yes,normal,128.151,1181,-18.2427
-2.25736,-11.2365,brown,-1.12868,-0.181522,-4.73796,no,normal,325.612,1096,-6.99532
-4.47356,-11.4679,red,-5.73394,0.843359,-14.5947,no,large,477.556,1035,-2.23678
-0.179146,-10.9237,brown,-0.089573,-0.541412,-0.410835,yes,normal,451.92,1053,-0.589981
-2.77909,-11.1466,brown,-5.57332,-0.708917,-7.61822,yes,normal,374.676,1148,-10.3973
-0.902257,-13.5677,red,-0.451129,0.102135,-1.13553,no,normal,456.52,1005,-2.03778
0.999003,-10.3421,green,-5.17103,0.109462,-7.49063,no,normal,213.588,1165,-6.49163
-4.6848,-13.8268,red,-2.3424,0.896019,-4.89743,yes,large,254.63,1092,-2.3424
-3.82727,-12.6386,brown,-1.91364,-0.920981,-1.94292,no,normal,344.813,1195,-5.77019
3.40932,-10.1557,brown,-5.07784,0.245541,-5.12173,no,normal,429.7,1168,-1.71241
1.03871,-12.1009,green,-6.05044,-0.486937,-1.79527,no,normal,398.919,1140,-0.756557
4.01237,-12.802,brown,2.00618,0.704942,1.78758,no,large,173.734,1098,2.00618
-2.20358,-14.9004,brown,-7.45018,0.20068,-28.4575,no,normal,272.797,1038,-30.661
-2.62867,-11.4613,brown,-5.73064,-0.853638,-17.6473,yes,normal,120.691,1011,-20.276
-0.949063,-14.8704,red,-7.43519,0.274786,-16.7853,no,normal,294.765,1174,-17.7343
0.339303,-13.0591,brown,-6.52956,-0.128988,-29.1997,yes,normal,243.745,1168,-28.8604
2.56691,-11.6779,brown,-5.83893,-0.727989,-21.148,no,normal,368.902,1169,-18.5811
-1.25135,-14.8942,brown,-7.44711,-0.144731,-6.61577,yes,normal,355.248,1031,-7.86712
-0.960298,-10.3322,brown,-0.480149,-0.433339,-1.06526,no,normal,308.849,1164,-2.02556
-1.6389,-14.6124,brown,-7.30618,0.804958,-30.5165,no,large,160.418,1085,-0.81945
0.701733,-14.1656,green,-7.08281,0.941391,-2.44248,no,large,215.942,1019,0.350867
3.63872,-13.4628,brown,-6.7314,-0.64941,-6.25504,no,normal,284.032,1168,-2.61633
1.89915,-12.1628,green,-6.08141,0.789651,-20.1901,no,large,183.707,1170,0.949573
-2.57707,-10.8918,brown,-5.4459,-0.724912,-22.7358,no,normal,466.112,1054,-25.3128
-0.811832,-12.7947,brown,-0.405916,-0.555889,-0.719985,no,normal,458.517,1108,-1.53182
1.89727,-12.8049,brown,-6.40247,0.467692,-7.10941,no,normal,335.629,1168,-5.21215
2.12967,-10.8917,red,1.06483,-0.557322,4.83656,yes,normal,229.296,1182,1.0
3.03385,-11.3743,red,-5.68714,0.227429,-6.4282,no,normal,224.644,1166,-3.39435
1.60307,-14.6559,brown,-7.32796,-0.868655,-32.5426,no,normal,132.658,1173,-30.9396
-1.09398,-13.2199,brown,-6.60994,0.390896,-29.6415,no,normal,437.512,1119,-30.7355
2.98974,-10.8871,brown,-5.44354,0.998613,-7.31742,no,large,443.621,1059,1.49487
-2.1522,-13.0679,brown,-6.53393,-0.0494215,-4.96741,no,normal,305.045,1059,-7.11961
-0.0833143,-11.7631,brown,-0.0416572,0.443356,-0.12953,no,normal,367.257,1126,-0.212844
3.53657,-11.1346,brown,-5.56732,-0.442009,-3.31885,no,normal,104.626,1058,0.21772
0.241833,-13.7607,brown,0.120916,-0.78689,0.136488,no,normal,300.159,1031,0.120916
4.01363,-14.0853,red,-7.04267,0.236442,-26.6763,yes,normal,431.454,1129,-22.6627
1.98745,-14.5028,green,-7.25142,0.387552,-26.8939,no,normal,399.547,1150,-24.9064
3.07275,-14.2674,brown,1.53638,0.832245,0.744829,yes,large,225.393,1167,1.0
-4.14163,-14.0092,brown,-2.07081,-0.4631,-3.4751,yes,normal,213.021,1133,-7.61672
-2.7045,-11.8438,brown,-5.92188,-0.912563,-17.2976,no,normal,441.621,1104,-20.0021
-1.52173,-13.8242,red,-6.91212,0.195483,-7.30613,no,normal,231.606,1148,-8.82786
-1.63764,-10.8273,brown,-5.41366,0.95662,-24.2675,no,large,416.035,1009,-0.818822
-0.0962612,-13.9672,brown,-6.98362,0.216149,-30.1722,no,normal,454.826,1095,-30.2685
-1.75195,-12.0914,brown,-6.04568,0.881601,-19.7328,yes,large,291.305,1008,-0.875973
0.320684,-13.2711,red,-6.63555,0.222458,-9.97746,yes,normal,101.433,1064,-9.65678
4.20384,-13.6413,red,2.10192,0.145042,3.4318,no,normal,262.459,1189,2.10192
-0.535656,-11.9575,red,-5.97877,0.219,-9.27446,no,normal,202.371,1024,-9.81011
0.954991,-13.1047,brown,0.477495,-0.538229,1.15074,no,normal,356.294,1055,0.477495
-2.53887,-10.2436,red,-5.1218,-0.227244,-20.4157,yes,normal,270.762,1145,-22.9546
-4.40639,-11.4836,brown,-2.2032,-0.597461,-10.6552,no,normal,337.909,1186,-15.0616
0.19279,-12.8399,brown,-6.41993,0.705122,-25.7071,no,large,496.891,1144,0.0963948
-1.51832,-11.8248,brown,-5.91239,-0.867851,-17.1752,no,normal,363.867,1125,-18.6935
-4.62425,-10.7373,brown,-5.36863,0.466295,-25.4204,no,normal,168.813,1061,-30.0447
3.09366,-11.1708,brown,-5.58539,-0.17249,-4.92078,yes,normal,222.149,1067,-1.82713
-2.52072,-14.0729,red,-7.03644,0.34466,-33.5463,yes,normal,288.094,1157,-36.067
-4.19554,-10.2719,brown,-5.13593,-0.39911,-18.5652,yes,normal,345.837,1127,-22.7607
-2.14111,-10.9036,brown,-5.4518,0.317807,-10.2461,no,normal,404.9,1046,-12.3872
-1.63136,-11.9946,brown,-5.99731,0.90761,-23.3071,no,large,186.983,1135,-0.815682
1.07475,-13.6327,brown,-6.81634,0.872536,-29.2155,no,large,120.914,1008,0.537375
-0.594389,-10.8104,red,-5.4052,-0.457979,-18.8509,no,normal,398.247,1055,-19.4453
-3.63442,-13.7977,brown,-6.89884,-0.208165,-16.2466,no,normal,188.366,1029,-19.881
-2.88428,-12.8634,brown,-6.43168,-0.387261,-26.6889,yes,normal,181.863,1076,-29.5732
-4.49262,-11.23,brown,-2.24631,-0.780261,-8.55769,no,normal,460.652,1169,-13.0503
4.83897,-11.4993,green,2.41948,0.761507,10.1726,yes,large,457.772,1013,1.0
0.719641,-11.355,brown,0.359821,-0.661802,1.26778,yes,normal,199.691,1193,0.359821
-0.94947,-14.7763,red,-7.38813,-0.804745,-21.4452,yes,normal,431.065,1100,-22.3947
-4.87088,-10.5852,brown,-5.29261,0.103018,-14.8918,no,normal,229.923,1194,-19.7627
0.301333,-11.7176,brown,-5.85882,-0.677502,-7.27816,no,normal,424.391,1114,-6.97683
3.45883,-13.7974,brown,1.72942,-0.41834,6.48193,yes,normal,199.668,1037,1.0
2.52614,-11.2591,red,-5.62955,-0.615232,-23.7614,no,normal,473.118,1144,-21.2353
-3.89916,-14.9003,red,-7.45017,0.239592,-28.3019,yes,normal,257.485,1150,-32.2011
-1.43742,-10.9339,red,-0.718708,0.479308,-2.26203,yes,normal,145.655,1041,-3.69945
2.97138,-10.6373,brown,1.48569,0.768309,1.38438,no,large,381.551,1087,1.48569
3.67874,-14.8275,brown,-7.41375,0.879209,-34.6477,no,large,257.58,1010,1.83937
-2.65003,-12.2128,red,-1.32502,0.808413,-1.70267,yes,large,309.108,1072,-1.32502
4.81681,-14.9956,brown,-7.49781,0.913997,-16.604,no,large,160.204,1098,2.40841
-3.44805,-13.6548,brown,-6.82742,0.872971,-22.3218,no,large,426.959,1078,-1.72402
-3.40362,-14.6125,red,-7.30626,-0.446664,-29.3568,yes,normal,228.012,1149,-32.7604
-0.385389,-10.4365,brown,-0.192695,-0.0855162,-0.109725,no,normal,125.483,1143,-0.495114
-3.92984,-13.2302,brown,-6.61511,-0.385928,-4.6976,yes,normal,114.475,1124,-8.62745
-0.135337,-12.8332,brown,-6.4166,0.526148,-26.9177,no,large,343.165,1042,-0.0676687
-1.59853,-11.6985,red,-5.84924,0.563616,-2.24422,yes,large,261.516,1011,-0.799265
-4.43199,-12.0495,brown,-6.02473,-0.568197,-26.1088,no,normal,378.075,1179,-30.5408
-0.448058,-10.0211,brown,-5.01057,-0.101715,-17.1482,no,normal,424.452,1128,-17.5962
2.46026,-13.6213,green,-6.81067,-0.422817,-23.9163,no,normal,211.824,1029,-21.456
4.09443,-14.1818,brown,2.04722,-0.69111,0.268938,yes,normal,417.384,1175,1.0
1.50268,-12.301,brown,0.75134,-0.687216,2.64801,no,normal,296.139,1101,0.75134
2.56081,-13.4109,green,1.2804,-0.435533,0.184258,no,normal,357.577,1095,1.2804
-4.75358,-13.79,red,-6.89501,0.70353,-1.74138,yes,large,234.995,1098,-2.37679
-1.95276,-14.3082,brown,-7.15411,-0.816284,-33.629,no,normal,286.411,1075,-35.5818
-2.1207,-14.2903,red,-1.06035,-0.745142,-0.436068,yes,normal,278.571,1007,-2.55677
4.19335,-13.1562,brown,2.09668,0.806133,1.20895,no,large,311.084,1167,2.09668
-4.21929,-12.1374,brown,-6.06869,0.325257,-7.53572,no,normal,124.16,1046,-11.755
-4.47546,-13.3254,brown,-2.23773,0.29143,-1.28397,no,normal,484.565,1167,-5.75943
-1.00674,-13.7355,brown,-0.503368,-0.0147081,-1.13726,yes,normal,486.568,1012,-2.144
-0.693514,-13.1674,brown,-6.58368,0.225441,-9.28097,no,normal,111.893,1038,-9.97448
4.30761,-13.6251,brown,-6.81257,-0.264057,-9.67493,no,normal,289.719,1014,-5.36732
-1.99754,-10.7128,red,-5.35641,0.691017,-1.47804,no,large,382.507,1016,-0.99877
3.317,-11.4695,brown,-5.73474,0.59872,-5.52151,no,large,369.093,1052,1.6585
2.30352,-12.6313,brown,1.15176,0.400126,3.77436,no,normal,100.43,1037,1.15176
-0.31039,-11.1711,brown,-5.58553,0.460629,-0.624903,yes,normal,385.129,1024,-0.935293
4.98247,-12.8728,red,-6.43641,0.301286,-19.9265,no,normal,450.358,1049,-14.944
0.466399,-10.162,brown,-5.081,-0.0768368,-17.9568,no,normal,106.05,1040,-17.4904
-1.28291,-12.3371,brown,-6.16857,0.464496,-19.7335,no,normal,493.819,1027,-21.0165
-1.17929,-13.5501,brown,-6.77504,-0.313417,-0.0980109,yes,normal,121.537,1058,-1.2773
-2.83139,-10.0074,brown,-5.00371,0.283781,-6.64686,no,normal,425.192,1124,-9.47825
-3.05218,-14.4745,brown,-1.52609,0.0495154,-0.352434,no,normal,411.214,1149,-3.40462
-2.67265,-11.4322,brown,-5.7161,-0.340943,-16.9481,no,normal,385.617,1038,-19.6207
4.01795,-10.7711,brown,2.00898,0.366247,9.16323,no,normal,468.684,1079,2.00898
-0.214629,-13.9887,brown,-6.99436,0.998254,-25.1832,yes,large,199.095,1113,-0.107315
-1.55808,-14.2692,brown,-0.779038,-0.353867,-0.988249,no,normal,407.551,1164,-2.54632
3.47877,-14.9154,brown,-7.45772,0.32501,-19.0875,no,normal,263.611,1088,-15.6087
0.340405,-12.1893,green,0.170202,-0.423891,0.434401,yes,normal,260.338,1152,0.170202
-4.15644,-10.2764,brown,-5.13822,0.134715,-2.88042,yes,normal,133.872,1180,-7.03686
4.61537,-13.3478,brown,-6.67391,-0.644435,-5.24367,yes,normal,343.957,1076,-0.628295
2.5464,-12.4319,red,-6.21595,0.0487193,-24.8175,no,normal,283.643,1102,-22.2711
-3.66625,-12.6503,brown,-6.32513,-0.0351317,-9.2056,no,normal,124.071,1013,-12.8719
-0.164322,-10.6935,red,-5.34673,-0.738118,-5.76609,no,normal,343.163,1107,-5.93041
2.33643,-13.4046,brown,-6.70231,0.771873,-14.0855,no,large,178.688,1109,1.16822
-2.23661,-12.5956,brown,-6.2978,0.40155,-27.5404,no,normal,487.553,1158,-29.777
-3.66078,-10.7284,brown,-1.83039,0.764978,-9.01662,no,large,264.508,1161,-1.83039
3.26333,-11.8211,brown,-5.91056,0.165693,-16.4894,yes,normal,328.074,1160,-13.2261
-3.92587,-13.0479,red,-6.52395,-0.945687,-15.53,yes,normal,141.854,1048,-19.4559
4.41353,-13.0586,brown,-6.52932,0.171571,-23.3257,no,normal,191.785,1067,-18.9122
-1.75025,-11.4897,red,-5.74483,-0.419689,-25.6295,yes,normal,474.304,1059,-27.3797
-4.35642,-14.2351,red,-7.11756,0.93641,-31.1184,yes,large,173.111,1012,-2.17821
-1.88726,-13.3931,brown,-6.69653,0.855874,-9.33962,yes,large,277.585,1042,-0.943629
-0.700576,-13.6102,red,-0.350288,0.167356,-0.48775,yes,normal,318.146,1115,-1.18833
-2.27707,-14.3756,brown,-7.18778,0.96847,-19.6905,no,large,116.739,1088,-1.13853
-2.40008,-10.0613,brown,-5.03066,-0.300914,-19.003,no,normal,120.237,1015,-21.4031
4.14083,-14.0099,brown,-7.00496,-0.0187078,-33.3906,no,normal,438.977,1069,-29.2498
0.136972,-13.7137,green,0.0684859,0.246257,0.254092,no,normal,286.718,1054,0.0684859
3.72165,-10.1794,brown,1.86083,0.921809,7.6021,no,large,234.918,1122,1.86083
-1.02592,-11.9727,brown,-5.98635,-0.765023,-16.9743,no,normal,388.99,1108,-18.0002
-0.265895,-13.7567,brown,-6.87837,-0.57539,-13.5416,no,normal,470.241,1021,-13.8075
-3.12429,-12.2214,brown,-1.56215,0.607512,-5.24053,no,large,448.147,1049,-1.56215
4.06372,-14.0094,brown,-7.0047,0.287821,-10.7655,yes,normal,122.083,1179,-6.70181
-1.22645,-11.6318,red,-5.8159,0.278736,-11.6281,no,normal,148.33,1072,-12.8546
-3.72734,-11.8849,red,-5.94244,0.916577,-14.6153,no,large,273.914,1104,-1.86367
-2.34913,-12.6517,red,-6.32587,0.934015,-7.01592,no,large,328.489,1131,-1.17456
2.99779,-10.1246,brown,-5.0623,-0.810646,-17.1192,no,normal,101.185,1156,-14.1214
0.644892,-11.5278,brown,-5.76391,0.898214,-8.34103,no,large,428.312,1123,0.322446
-4.22281,-12.0207,brown,-6.01036,-0.0762531,-25.8792,no,normal,165.901,1037,-30.102
-3.17005,-13.7987,brown,-6.89936,0.950422,-4.19509,yes,large,231.074,1068,-1.58502
2.49433,-13.7285,red,-6.86424,0.581343,-21.3149,yes,large,484.516,1009,1.24716
-3.86016,-12.7857,brown,-1.93008,0.595343,-2.9891,no,large,220.688,1173,-1.93008
-1.48493,-11.6321,red,-5.81607,0.475508,-10.677,no,normal,458.314,1007,-12.1619
1.34164,-12.338,brown,-6.16899,-0.0417857,-8.08237,no,normal,346.704,1139,-6.74073
-4.15558,-13.2581,red,-6.62904,-0.687319,-27.2168,yes,normal,243.561,1164,-31.3724
0.320286,-14.4604,brown,-7.23022,-0.103993,-31.1028,yes,normal,280.236,1015,-30.7825
4.60981,-14.7466,red,-7.37329,-0.393675,-1.14501,yes,normal,433.887,1104,2.30491
1.32684,-11.3973,brown,-5.69867,0.933748,-22.1543,no,large,460.571,1134,0.663418
2.80496,-13.3182,green,1.40248,0.564619,0.150809,no,large,452.181,1169,1.40248
-2.16355,-12.6568,brown,-6.32838,-0.0667981,-19.267,no,normal,258.847,1057,-21.4305
-3.93162,-14.8241,brown,-7.41207,0.764192,-29.6957,no,large,181.809,1050,-1.96581
-1.69044,-13.3044,brown,-6.65219,-0.644089,-11.9092,no,normal,183.364,1050,-13.5996
1.31578,-10.7962,brown,-5.3981,0.304536,-7.51092,yes,normal,281.821,1088,-6.19514
1.46679,-14.6804,green,-7.3402,-0.635014,-28.7728,no,normal,408.911,1080,-27.306
-3.13506,-12.7958,red,-6.39788,0.99168,-17.112,yes,large,439.938,1017,-1.56753
-4.38326,-10.7175,brown,-5.35875,-0.594667,-0.0212522,yes,normal,491.206,1137,-4.40451
4.54738,-13.183,brown,-6.59148,0.298997,-4.16728,no,normal,379.125,1109,0.380102
-1.73043,-10.1527,brown,-5.07636,-0.854739,-14.9013,no,normal,282.916,1035,-16.6317
1.10953,-12.6492,brown,-6.32461,0.982584,-17.26,no,large,378.613,1184,0.554765
-0.375278,-10.0118,red,-5.0059,0.263249,-1.69017,yes,normal,162.088,1093,-2.06545
4.40959,-14.2481,brown,-7.12405,0.839492,-7.39912,no,large,136.595,1164,2.20479
-0.830339,-11.523,brown,-5.76152,-0.000530698,-17.349,yes,normal,360.031,1062,-18.1794
-3.92195,-12.8792,brown,-6.43959,-0.138572,-2.84897,yes,normal,447.262,1057,-6.77092
-4.98863,-14.7464,brown,-2.49432,0.807409,-3.25106,yes,large,180.716,1197,-2.49432
1.99208,-12.3136,green,-6.15682,0.959111,-21.9644,no,large,369.91,1074,0.996041
-4.68605,-11.5604,brown,-5.78022,0.851154,-16.5181,yes,large,498.682,1106,-2.34303
0.0680325,-11.5733,brown,-5.78667,0.471732,-12.6799,no,normal,144.534,1092,-12.6119
-4.91886,-14.9837,red,-7.49185,0.321126,-32.6317,no,normal,344.522,1148,-37.5505
2.46024,-14.2873,green,-7.14363,-0.0889907,-21.9566,no,normal,391.295,1051,-19.4964
3.61477,-11.9989,brown,1.80739,-0.683085,7.1553,no,normal,176.336,1175,1.80739
4.62856,-10.043,brown,-5.0215,-0.923966,-20.6886,yes,normal,145.902,1027,-16.0601
-1.07535,-12.6782,brown,-6.3391,-0.816545,-26.28,no,normal,464.868,1190,-27.3554
2.2063,-11.3967,brown,-5.69834,0.632143,-16.4914,yes,large,440.288,1186,1.10315
-3.06618,-12.6219,brown,-6.31093,-0.251884,-16.3739,yes,normal,414.761,1162,-19.4401
-2.42355,-14.2422,brown,-7.1211,-0.154753,-11.4216,yes,normal,348.099,1083,-13.8451
3.18198,-11.8293,brown,1.59099,0.79467,1.8907,no,large,465.661,1006,1.59099
4.90609,-14.9095,green,-7.45475,-0.637528,-25.6051,no,normal,465.389,1086,-20.699
1.41199,-12.1548,red,-6.07741,-0.638412,-8.75294,yes,normal,334.222,1196,-7.34095
0.849144,-12.5965,brown,-6.29823,-0.198487,-26.1615,no,normal,397.583,1040,-25.3123
2.53072,-10.7885,brown,-5.39426,-0.358467,-23.6553,no,normal,167.735,1187,-21.1246
1.11827,-11.7249,brown,0.559136,0.173044,0.17803,yes,normal,267.093,1102,0.559136
-1.87188,-12.093,red,-6.04648,0.914564,-14.1635,no,large,251.882,1008,-0.935938
-0.433652,-10.8664,brown,-5.43321,0.12855,-10.0772,no,normal,297.766,1038,-10.5109
4.05223,-10.5531,brown,-5.27655,-0.656541,-8.95077,no,normal,216.66,1038,-4.89854
-0.127814,-11.692,brown,-0.063907,-0.338806,-0.175542,no,normal,449.949,1092,-0.303356
4.83869,-10.4045,green,-5.20223,-0.733503,-22.4587,no,normal,294.704,1164,-17.62
-0.845462,-11.3911,red,-5.69553,0.302532,-2.98261,no,normal,292.822,1184,-3.82807
-0.255678,-11.8696,brown,-5.93479,-0.901824,-21.2648,no,normal,301.592,1018,-21.5205
-4.2017,-10.8479,brown,-5.42396,-0.361059,-8.91972,no,normal,423.615,1177,-13.1214
1.19702,-11.573,green,-5.78651,-0.40525,-17.3026,yes,normal,219.054,1158,-16.1056
-2.28235,-10.2644,brown,-5.13221,0.530163,-9.72718,no,large,358.528,1199,-1.14118
-4.22375,-11.2055,brown,-5.60274,-0.58685,-10.9684,no,normal,232.983,1080,-15.1922
-1.57774,-13.1651,brown,-0.788872,0.51767,-2.07827,no,large,333.477,1091,-0.788872
-1.30896,-14.8074,red,-0.654479,0.602126,-0.0464831,yes,large,276.812,1094,-0.654479
-0.768215,-14.2909,brown,-0.384107,0.92433,-1.05118,no,large,456.255,1141,-0.384107
-1.39619,-14.741,brown,-7.37048,-0.126353,-4.9423,no,normal,382.325,1053,-6.33849
2.08054,-12.7109,brown,1.04027,0.951325,0.694855,yes,large,137.115,1031,1.0
2.2255,-14.9694,brown,1.11275,0.10026,1.44025,no,normal,254.582,1193,1.11275
4.71317,-11.6406,brown,-5.8203,0.916508,-18.9882,yes,large,430.314,1160,2.35659
-0.0919146,-13.7242,brown,-6.86212,-0.924167,-19.3019,no,normal,357.927,1175,-19.3938
-1.55429,-14.194,brown,-0.777143,-0.808687,-3.80828,yes,normal,147.557,1075,-5.36256
0.145743,-10.0368,brown,0.0728713,0.929598,0.340448,no,large,156.529,1003,0.0728713
3.49969,-12.6662,brown,-6.33309,-0.737897,-25.2976,no,normal,249.992,1008,-21.7979
0.448703,-14.99,brown,0.224351,-0.391686,0.820889,yes,normal,356.715,1024,0.224351
